"","ACTIVITY_TREATMENT_UNIT_ID","OPENING_ID","AREA","SPECIES","NUMBER_PLANTED","SEEDLOT_NUMBER","PLANTING_DATE","REGION","DISTRICT","YEAR","BGC","Zone","Subzone"
"244",3380344,1318192,3.9,"BA",600,41436,2016-09-09,"RSK","DKM",2016,"CWHws","CWH","ws"
"245",3380344,1318192,3.9,"BA",1200,36024,2016-09-09,"RSK","DKM",2016,"CWHws","CWH","ws"
"246",3119156,1604417,12.2,"BA",5340,41436,2014-05-27,"RSK","DKM",2014,"CWHws","CWH","ws"
"247",1720311,94875,12.8,"BL",6290,32366,2003-06-06,"RSK","DSS",2003,"ESSFmc","ESSF","mc"
"248",398077,16532,18.5,"BA",780,35039,1995-08-01,"RSK","DSS",1995,"CWHws","CWH","ws"
"249",411122,28562,21.4,"BL",4020,32732,1995-05-01,"RSK","DKM",1995,"ICHmc","ICH","mc"
"250",401336,34717,3,"BL",2640,32367,1997-05-01,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"251",397784,16483,25,"BA",21340,35039,1995-08-01,"RSK","DSS",1995,"CWHws","CWH","ws"
"252",776924,56440,48.1,"BL",35665,39582,2000-09-01,"RSK","DKM",2000,"ICHmc","ICH","mc"
"253",835262,72429,3.9,"BL",2950,39583,2001-05-01,"RSK","DKM",2001,"ICHmc","ICH","mc"
"254",2384798,100307,93,"BL",29750,43678,2009-07-22,"RSK","DSS",2009,"ESSFmc","ESSF","mc"
"255",2324536,1201995,38.4,"BL",4445,47715,2009-07-15,"RSK","DND",2009,"SBSmc","SBS","mc"
"256",2324536,1201995,38.4,"BL",1455,47715,2009-07-15,"RSK","DND",2009,"SBSmc","SBS","mc"
"257",1658807,87895,8.6,"BA",1610,47460,2003-05-01,"RSK","DKM",2003,"CWHvh","CWH","vh"
"258",-220820025,-220820000,114,"BA",0,NA,1982-05-01,"RSK","DKM",1982,"CWHws","CWH","ws"
"259",870976,87761,2.6,"BA",1050,47454,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"260",406928,28724,14.2,"BL",20880,40024,1998-05-01,"RSK","DKM",1998,"ICHvc","ICH","vc"
"261",942512,102393,9.3,"BA",3585,47460,2002-05-01,"RSK","DKM",2002,"CWHws","CWH","ws"
"262",2533220,1068820,12.8,"BL",1965,32367,2008-07-07,"RSK","DND",2008,"SBSmc","SBS","mc"
"263",3286193,1617958,42,"BL",19760,39590,2015-09-26,"RSK","DKM",2015,"ICHmc","ICH","mc"
"264",178871,-396610000,20.1,"BL",5500,NA,1995-05-25,"RSK","DSS",1995,"ICHmc","ICH","mc"
"265",407181,28761,82,"BL",60345,35004,1995-08-01,"RSK","DKM",1995,"ICHvc","ICH","vc"
"266",407181,28761,82,"BL",16100,39990,1995-08-01,"RSK","DKM",1995,"ICHvc","ICH","vc"
"267",3280227,1649898,15.3,"BL",3240,39590,2015-07-27,"RSK","DSS",2015,"ICHwc","ICH","wc"
"268",1682560,119435,30.8,"BA",140,40449,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"269",1682560,119435,30.8,"BA",281,40449,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"270",1682560,119435,30.8,"BA",454,40449,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"271",1682560,119435,30.8,"BA",486,40449,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"272",1682560,119435,30.8,"BA",907,40449,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"273",1682560,119435,30.8,"BA",972,40449,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"274",1682560,119435,30.8,"BA",468,40450,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"275",1682560,119435,30.8,"BA",1512,40450,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"276",1682560,119435,30.8,"BA",1620,40450,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"277",1682560,119435,30.8,"BA",281,47460,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"278",1682560,119435,30.8,"BA",907,47460,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"279",1682560,119435,30.8,"BA",972,47460,2004-05-15,"RSK","DKM",2004,"CWHvm","CWH","vm"
"280",702974,50124,47.1,"BL",9200,32367,1999-07-01,"RSK","DSS",1999,"ESSFmc","ESSF","mc"
"281",2626656,1308975,5.9,"BL",1996,43678,2011-06-18,"RSK","DND",2011,"SBSmc","SBS","mc"
"282",409337,36434,28.2,"BA",7850,35561,1995-09-01,"RSK","DKM",1995,"CWHws","CWH","ws"
"283",2663992,1408970,20.9,"BA",5655,39638,2011-09-18,"RSK","DKM",2011,"ICHmc","ICH","mc"
"284",2663992,1408970,20.9,"BL",3375,47444,2011-09-18,"RSK","DKM",2011,"ICHmc","ICH","mc"
"285",2663992,1408970,20.9,"BA",2655,39638,2011-09-18,"RSK","DKM",2011,"ICHmc","ICH","mc"
"286",2663992,1408970,20.9,"BL",1980,47444,2011-09-18,"RSK","DKM",2011,"ICHmc","ICH","mc"
"287",2055669,59524,1.5,"BL",1890,32353,2007-06-12,"RSK","DND",2007,"SBSmc","SBS","mc"
"288",3491316,77588,54.6,"BL",12630,53508,2017-07-30,"ROM","DPG",2017,"SBSvk","SBS","vk"
"289",2244046,1161950,56.3,"BL",7020,39590,2008-09-12,"RSK","DKM",2008,"ICHmc","ICH","mc"
"290",2244046,1161950,56.3,"BA",23760,39638,2008-09-12,"RSK","DKM",2008,"ICHmc","ICH","mc"
"291",3104468,-130770000,25.6,"BL",4380,53508,2013-07-20,"ROM","DPG",2013,"ESSFwk","ESSF","wk"
"292",1648438,114653,75.3,"BL",6755,32366,2004-06-15,"RSK","DND",2004,"SBSdk","SBS","dk"
"293",3478382,1685492,35.3,"BL",9100,47715,2017-06-01,"RSK","DSS",2017,"SBSdk","SBS","dk"
"294",406920,28724,6,"BL",7350,NA,1993-08-01,"RSK","DKM",1993,"ICHvc","ICH","vc"
"295",-223000011,-223000000,7,"BA",0,NA,1988-04-01,"RSK","DKM",1988,"CWHws","CWH","ws"
"296",975615,88117,0.7,"BA",180,40449,2002-06-01,"RSK","DKM",2002,"CWHvh","CWH","vh"
"297",480517,8323,6,"BL",5509,39074,1997-07-01,"RCB","DQU",1997,"ESSFwk","ESSF","wk"
"298",19297,1023,5.3,"BL",2190,NA,1998-06-25,"RSK","DKM",1998,"ICHmc","ICH","mc"
"299",411796,40406,13,"BA",2165,32608,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"300",3362594,1543058,1,"BA",390,43070,2016-05-29,"RSK","DKM",2016,"CWHws","CWH","ws"
"301",418389,30008,8,"BA",3860,35003,1994-05-01,"RSK","DKM",1994,"CWHws","CWH","ws"
"302",411728,40392,22.5,"BA",4200,35001,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"303",2305193,1259520,45.3,"BA",5440,39638,2007-06-03,"RSK","DSS",2007,"ICHmc","ICH","mc"
"304",2305193,1259520,45.3,"BL",16310,47443,2007-06-03,"RSK","DSS",2007,"ICHmc","ICH","mc"
"305",2852330,1420230,98.2,"BL",14920,47714,2012-07-19,"RSK","DND",2012,"SBSmc","SBS","mc"
"306",777928,94022,17.4,"BA",2160,43070,2002-06-03,"RSK","DKM",2002,"CWHws","CWH","ws"
"307",409519,36474,14,"BA",4220,34990,1995-06-01,"RSK","DKM",1995,"CWHws","CWH","ws"
"308",681350,48614,15.4,"BA",4500,35567,1999-09-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"309",1618902,46284,8.7,"BA",3520,41423,2003-07-22,"RSK","DKM",2003,"CWHws","CWH","ws"
"310",1618902,46284,8.7,"BA",1840,41424,2003-07-22,"RSK","DKM",2003,"CWHws","CWH","ws"
"311",-403520015,-403520000,23.7,"BL",10000,NA,1994-05-24,"RSK","DSS",1994,"ESSFmc","ESSF","mc"
"312",729653,28546,7.5,"BL",585,43007,2000-06-01,"RSK","DKM",2000,"ICHmc","ICH","mc"
"313",411459,28604,137.9,"BL",66660,32732,1993-10-01,"RSK","DKM",1993,"ICHvc","ICH","vc"
"314",401419,34729,49.6,"BL",300,32999,1994-06-01,"RSK","DSS",1994,"ESSFwv","ESSF","wv"
"315",729706,46113,2,"BL",350,39590,2000-05-01,"RSK","DKM",2000,"ICHmc","ICH","mc"
"316",295624,64183,42,"BL",23010,43004,2001-08-13,"RSK","DKM",2001,"ICHmc","ICH","mc"
"317",3338110,1605906,29.1,"BL",7680,47716,2015-06-09,"RSK","DSS",2015,"CWHws","CWH","ws"
"318",3657242,1683435,46.1,"BL",12540,39593,2019-06-02,"RSK","DSS",2019,"ICHmc","ICH","mc"
"319",3351042,1611416,16.5,"BA",9400,35566,2015-05-28,"RSK","DKM",2015,"CWHws","CWH","ws"
"320",481318,31958,25,"BL",2637,39074,1997-07-01,"RCB","DQU",1997,"ICHwk","ICH","wk"
"321",407192,28762,12,"BL",7215,40023,1998-06-01,"RSK","DKM",1998,"ICHvc","ICH","vc"
"322",349188,45604,26.6,"BL",8820,32367,1995-06-01,"RSK","DSS",1995,"ESSFmc","ESSF","mc"
"323",2952432,1386031,9.3,"BA",3330,43070,2012-06-07,"RSK","DKM",2012,"CWHws","CWH","ws"
"324",3280181,1650116,60.1,"BL",24160,43001,2015-07-20,"RSK","DSS",2015,"ICHwc","ICH","wc"
"325",412536,40504,8.4,"BA",1750,NA,1993-05-01,"RSK","DKM",1993,"CWHws","CWH","ws"
"326",406951,28728,115,"BL",87540,NA,1990-09-01,"RSK","DKM",1990,"ICHvc","ICH","vc"
"327",871053,57106,5.3,"BA",2000,47461,2001-05-01,"RSK","DKM",2001,"CWHvm","CWH","vm"
"328",1634737,105327,5.6,"BL",2495,39590,2004-06-01,"RSK","DSS",2004,"ICHmc","ICH","mc"
"329",1659916,111129,25.2,"BA",3600,40177,2003-05-01,"RSK","DKM",2003,"CWHvm","CWH","vm"
"330",2117693,1182670,10.1,"BA",3510,45359,2007-07-23,"RSK","DKM",2007,"CWHws","CWH","ws"
"331",2117693,1182670,10.1,"BA",495,35563,2007-07-23,"RSK","DKM",2007,"CWHws","CWH","ws"
"332",2117693,1182670,10.1,"BA",1800,35560,2007-07-23,"RSK","DKM",2007,"CWHws","CWH","ws"
"333",408081,28691,9,"BA",4140,35008,1998-06-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"334",1807755,1064562,19,"BL",17499,32366,2005-06-18,"RSK","DSS",2005,"ESSFmc","ESSF","mc"
"335",2679848,1329171,77.3,"BL",7560,47716,2011-06-19,"RSK","DND",2011,"SBSmc","SBS","mc"
"336",683761,36320,13.5,"BA",4760,36022,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"337",408946,36321,6.8,"BA",3330,34987,1998-05-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"338",408946,36321,6.8,"BA",1800,36023,1998-05-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"339",409908,36551,9,"BA",1890,35567,1996-06-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"340",409908,36551,9,"BA",1350,34987,1996-06-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"341",409908,36551,9,"BA",3510,35561,1996-06-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"342",409908,36551,9,"BA",3510,34987,1996-06-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"343",683756,43536,33.4,"BA",1755,36022,1999-07-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"344",683756,43536,33.4,"BA",1440,47453,1999-07-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"345",827133,54933,14.4,"BA",5610,41424,2001-06-04,"RSK","DKM",2001,"CWHws","CWH","ws"
"346",398292,16570,44.1,"BL",14475,40007,1996-08-01,"RSK","DSS",1996,"ICHmc","ICH","mc"
"347",2345681,1005491,19.6,"BL",5130,44928,2009-07-16,"RCB","DCC",2009,"ESSFwk","ESSF","wk"
"348",2106528,1084548,83.6,"BL",6465,44928,2007-07-11,"RCB","DCC",2007,"ESSFwk","ESSF","wk"
"349",2106528,1084548,83.6,"BL",2675,44928,2007-07-11,"RCB","DCC",2007,"ESSFwk","ESSF","wk"
"350",398281,16569,66.3,"BL",20540,NA,1993-08-01,"RSK","DSS",1993,"ICHmc","ICH","mc"
"351",398285,16569,40.5,"BL",6200,40006,1996-08-01,"RSK","DSS",1996,"ICHmc","ICH","mc"
"352",398285,16569,40.5,"BL",8580,40007,1996-08-01,"RSK","DSS",1996,"ICHmc","ICH","mc"
"353",3220789,1645158,85.4,"BL",420,53508,2014-06-23,"ROM","DPG",2014,"SBSmk","SBS","mk"
"354",3389997,1645158,72.3,"BL",6240,53508,2016-05-29,"ROM","DPG",2016,"SBSmk","SBS","mk"
"355",672931,28485,23,"BA",1495,43077,1997-05-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"356",672931,28485,23,"BA",760,35028,1997-05-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"357",2273176,-222470000,11.7,"BL",900,43004,2010-07-01,"RSK","DKM",2010,"ICHmc","ICH","mc"
"358",411860,40414,9.1,"BA",4800,40449,1999-06-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"359",72641,-222730000,10.2,"BL",4480,39590,1996-09-15,"RSK","DKM",1996,"ICHmc","ICH","mc"
"360",2398689,3230,1,"BA",1575,41427,2009-09-15,"RSK","DKM",2009,"ICHmc","ICH","mc"
"361",827097,16806,2.6,"BA",810,47454,2001-06-07,"RSK","DKM",2001,"CWHws","CWH","ws"
"362",768754,55940,35.7,"BL",14625,40023,2000-06-20,"RSK","DKM",2000,"ICHmc","ICH","mc"
"363",768754,55940,35.7,"BL",11070,43003,2000-06-20,"RSK","DKM",2000,"ICHmc","ICH","mc"
"364",1634712,66257,11.5,"BL",4855,39590,2004-06-01,"RSK","DSS",2004,"ICHmc","ICH","mc"
"365",891306,66428,2,"BL",1905,35573,2002-08-21,"RSK","DSS",2002,"ESSFmc","ESSF","mc"
"366",2305191,117548,55.4,"BL",19940,47445,2007-06-01,"RSK","DSS",2007,"ICHmc","ICH","mc"
"367",3657097,1700954,5.8,"BL",1560,43007,2019-06-23,"RSK","DSS",2019,"CWHws","CWH","ws"
"368",3657097,1700954,5.8,"BA",750,39636,2019-06-23,"RSK","DSS",2019,"CWHws","CWH","ws"
"369",3657089,1700941,7.5,"BL",2970,40001,2019-07-08,"RSK","DSS",2019,"ESSFmc","ESSF","mc"
"370",287538,-221970000,52.1,"BL",21525,43004,1998-09-10,"RSK","DKM",1998,"ICHmc","ICH","mc"
"371",671585,17040,2.1,"BA",486,35030,1996-04-01,"RSK","DKM",1996,"CWHvm","CWH","vm"
"372",671585,17040,2.1,"BA",95,32935,1996-04-01,"RSK","DKM",1996,"CWHvm","CWH","vm"
"373",411588,34198,3.1,"BA",2700,43076,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"374",410318,46379,22.5,"BA",4975,32609,1998-06-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"375",731961,79840,4.4,"BA",900,36024,2000-05-01,"RSK","DKM",2000,"CWHws","CWH","ws"
"376",731961,79840,4.4,"BA",730,47454,2000-05-01,"RSK","DKM",2000,"CWHws","CWH","ws"
"377",400014,44994,40.6,"BL",5960,32366,1997-06-01,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"378",681516,36621,24.7,"BA",10080,47453,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"379",681516,36621,24.7,"BA",5000,34989,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"380",3380504,1668197,18.7,"BL",6120,47714,2016-07-20,"RSK","DSS",2016,"SBSmc","SBS","mc"
"381",410843,28528,5,"BL",1710,32732,1997-05-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"382",2628718,1251474,1.3,"BL",1500,43678,2011-06-20,"RSK","DSS",2011,"SBSmc","SBS","mc"
"383",3575670,1671441,40.3,"BL",220,44978,2018-06-21,"RCB","DCC",2018,"ESSFwk","ESSF","wk"
"384",3575672,1671441,1.4,"BL",80,44978,2018-06-21,"RCB","DCC",2018,"ESSFwk","ESSF","wk"
"385",3515547,1671484,2.1,"BA",360,47460,2017-07-10,"RSK","DKM",2017,"CWHvh","CWH","vh"
"386",294908,-236960000,9.8,"BA",820,32608,1997-06-10,"RSK","DKM",1997,"CWHws","CWH","ws"
"387",738322,40435,1.2,"BA",917,47454,2000-05-01,"RSK","DKM",2000,"CWHws","CWH","ws"
"388",1663928,119779,29,"BA",1330,40449,2004-05-20,"RSK","DKM",2004,"CWHvh","CWH","vh"
"389",1663928,119779,29,"BA",1920,40450,2004-05-20,"RSK","DKM",2004,"CWHvh","CWH","vh"
"390",1714855,119779,7.6,"BA",45,40450,2005-05-12,"RSK","DKM",2005,"CWHvh","CWH","vh"
"391",1805993,1006944,36.8,"BA",6730,40450,2006-07-07,"RSK","DKM",2006,"CWHvm","CWH","vm"
"392",2852470,1422250,1.2,"BL",75,47714,2012-05-20,"RSK","DSS",2012,"SBSmc","SBS","mc"
"393",3401318,1529951,9.4,"BA",3300,43070,2015-05-31,"RSK","DKM",2015,"CWHws","CWH","ws"
"394",3401318,1529951,9.4,"BA",1350,40175,2015-05-31,"RSK","DKM",2015,"CWHws","CWH","ws"
"395",411974,40430,2,"BA",870,43076,1998-05-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"396",1866128,40396,6.7,"BA",3775,8643,2006-11-30,"RSK","DKM",2006,"CWHws","CWH","ws"
"397",323405,52448,8.6,"BL",8260,3716,1999-08-11,"ROM","DPG",1999,"ESSFmm","ESSF","mm"
"398",871060,52060,18.2,"BA",14415,47461,2001-05-01,"RSK","DKM",2001,"CWHvm","CWH","vm"
"399",1972959,79765,35.4,"BL",6689,40056,2001-07-27,"ROM","DMK",2001,"ESSFmv","ESSF","mv"
"400",1701556,87428,21.9,"BL",1510,39428,2001-07-01,"ROM","DMK",2001,"ESSFmv","ESSF","mv"
"401",886713,87429,31.8,"BL",15630,47450,2001-07-15,"RSK","DND",2001,"ESSFmc","ESSF","mc"
"402",2046701,1094710,55.9,"BA",4050,35574,2007-09-14,"RSK","DKM",2007,"ICHmc","ICH","mc"
"403",2046701,1094710,55.9,"BA",15720,36055,2007-09-14,"RSK","DKM",2007,"ICHmc","ICH","mc"
"404",2046701,1094710,55.9,"BL",3780,47445,2007-09-14,"RSK","DKM",2007,"ICHmc","ICH","mc"
"405",2631714,-221720000,3.3,"BL",630,43004,2011-07-20,"RSK","DKM",2011,"ICHmc","ICH","mc"
"406",296026,-225110000,31.2,"BL",58700,43004,1997-09-12,"RSK","DKM",1997,"CWHws","CWH","ws"
"407",2878944,72659,9.2,"BL",6320,43007,2012-09-21,"RSK","DKM",2012,"ICHmc","ICH","mc"
"408",409408,36452,35.8,"BA",26475,34987,1994-09-01,"RSK","DKM",1994,"CWHws","CWH","ws"
"409",-225030013,-225030000,56,"BL",38000,NA,1990-06-01,"RSK","DKM",1990,"ICHvc","ICH","vc"
"410",3101550,1543067,1.8,"BA",1635,35566,2013-06-08,"RSK","DKM",2013,"CWHws","CWH","ws"
"411",409175,36396,9,"BA",2250,32609,1997-06-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"412",672768,38686,21.8,"BA",8070,35027,1995-05-01,"RSK","DKM",1995,"CWHvm","CWH","vm"
"413",268446,412,40.4,"BL",1350,32377,1998-06-20,"RSK","DSS",1998,"ESSFwv","ESSF","wv"
"414",975814,94146,20,"BA",7560,40450,2002-07-01,"RSK","DKM",2002,"CWHvh","CWH","vh"
"415",975814,94146,20,"BA",2250,39587,2002-07-01,"RSK","DKM",2002,"CWHvh","CWH","vh"
"416",397483,28435,70.9,"BL",34930,35016,1994-05-01,"RSK","DSS",1994,"ICHmc","ICH","mc"
"417",921314,114632,1.6,"BL",480,32353,2003-06-11,"RSK","DSS",2003,"SBSmc","SBS","mc"
"418",493172,15370,18.7,"BL",6900,39609,1997-06-01,"RSK","DND",1997,"SBSmc","SBS","mc"
"419",671502,17030,0.4,"BA",80,40450,1997-05-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"420",351023,74573,20.3,"BA",19920,35574,1999-06-15,"RSK","DSS",1999,"ICHmc","ICH","mc"
"421",1667421,102219,17.5,"BL",3160,47450,2003-06-01,"RSK","DND",2003,"SBSmc","SBS","mc"
"422",2096118,117051,13.8,"BL",3000,47445,2007-11-06,"RSK","DSS",2007,"ICHmc","ICH","mc"
"423",-225330017,-225330000,20,"BA",0,NA,1990-05-01,"RSK","DKM",1990,"CWHws","CWH","ws"
"424",480773,8352,14.3,"BL",1008,39074,1995-08-01,"RCB","DQU",1995,"ESSFwk","ESSF","wk"
"425",769180,28813,8.5,"BL",4380,43004,2000-06-10,"RSK","DKM",2000,"ICHvc","ICH","vc"
"426",2062996,1072036,0.4,"BA",300,43077,2007-07-15,"RSK","DKM",2007,"CWHvm","CWH","vm"
"427",3482789,1672870,4.7,"BA",375,40450,2017-07-17,"RSK","DKM",2017,"CWHvh","CWH","vh"
"428",3553802,1700952,45.4,"BA",4245,39636,2018-09-20,"RSK","DSS",2018,"ICHmc","ICH","mc"
"429",3553802,1700952,45.4,"BL",5940,43007,2018-09-20,"RSK","DSS",2018,"ICHmc","ICH","mc"
"430",3516957,1698400,12,"BL",5280,35018,2017-06-05,"RSK","DSS",2017,"ICHmc","ICH","mc"
"431",399773,14982,5.5,"BL",1140,32353,1994-06-01,"RSK","DSS",1994,"ESSFmc","ESSF","mc"
"432",75837,2615,6.1,"BL",495,1840,1997-05-20,"RCB","DQU",1997,"SBSwk","SBS","wk"
"433",407814,28642,39.5,"BL",14970,40023,1999-07-01,"RSK","DKM",1999,"ICHmc","ICH","mc"
"434",3004054,1426890,39.2,"BL",19310,47714,2013-07-01,"RSK","DND",2013,"ESSFmc","ESSF","mc"
"435",409503,36473,11,"BA",3950,NA,1993-06-01,"RSK","DKM",1993,"CWHws","CWH","ws"
"436",827119,46283,11.6,"BA",255,47454,2001-06-05,"RSK","DKM",2001,"CWHws","CWH","ws"
"437",846868,105561,15,"BL",330,32367,2003-08-09,"RSK","DSS",2003,"SBSmc","SBS","mc"
"438",846868,105561,15,"BL",360,32367,2003-08-09,"RSK","DSS",2003,"SBSmc","SBS","mc"
"439",846868,105561,15,"BL",240,32367,2003-08-09,"RSK","DSS",2003,"SBSmc","SBS","mc"
"440",846868,105561,15,"BL",945,32367,2003-08-09,"RSK","DSS",2003,"SBSmc","SBS","mc"
"441",846868,105561,15,"BL",270,32367,2003-08-09,"RSK","DSS",2003,"SBSmc","SBS","mc"
"442",2831035,117606,10.1,"BA",7200,41424,2012-09-15,"RSK","DKM",2012,"CWHws","CWH","ws"
"443",975246,30723,33.1,"BL",22080,40272,2003-07-01,"ROM","DPG",2003,"ESSFwk","ESSF","wk"
"444",741710,16567,2.8,"BL",2580,40005,2000-08-15,"RSK","DSS",2000,"ICHmc","ICH","mc"
"445",741710,16567,2.8,"BL",510,40006,2000-08-15,"RSK","DSS",2000,"ICHmc","ICH","mc"
"446",741710,16567,2.8,"BL",1400,47446,2000-08-15,"RSK","DSS",2000,"ICHmc","ICH","mc"
"447",411226,28580,49.2,"BL",18700,39582,1996-09-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"448",411226,28580,49.2,"BL",16450,32732,1996-09-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"449",776926,28584,3,"BL",2020,39583,2000-09-01,"RSK","DKM",2000,"ICHvc","ICH","vc"
"450",412713,48357,41.1,"BL",13840,47441,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"451",412713,48357,41.1,"BL",90,32732,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"452",412713,48357,41.1,"BL",10560,47480,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"453",412826,57337,13.8,"BL",60,39583,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"454",412826,57337,13.8,"BL",6885,47480,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"455",412826,57337,13.8,"BL",350,39582,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"456",3676255,1711478,16,"BL",12320,47714,2019-05-20,"RSK","DSS",2019,"SBSmc","SBS","mc"
"457",672177,28506,3,"BA",940,35028,1995-05-01,"RSK","DKM",1995,"CWHvm","CWH","vm"
"458",3621404,1695791,5.2,"BA",2304,45359,2018-06-01,"RSK","DKM",2018,"CWHws","CWH","ws"
"459",-688840037,-688840000,4,"BL",5000,NA,1985-06-01,"RCB","DCC",1985,"ESSFwk","ESSF","wk"
"460",672237,50436,4.1,"BA",3990,47460,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"461",672237,50436,4.1,"BA",525,40449,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"462",1692745,112015,4.1,"BA",3350,40449,2004-06-13,"RSK","DKM",2004,"CWHvm","CWH","vm"
"463",3554640,1680740,3.7,"BL",540,39591,2018-06-11,"RSK","DSS",2018,"ICHwc","ICH","wc"
"464",871044,40507,7.2,"BA",1470,8643,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"465",871044,40507,7.2,"BA",1800,32608,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"466",871044,40507,7.2,"BA",1785,47454,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"467",3624227,1675629,6.1,"BA",4332,35563,2018-06-15,"RSK","DKM",2018,"CWHws","CWH","ws"
"468",671544,17033,10.7,"BA",1215,35030,1996-04-01,"RSK","DKM",1996,"CWHvm","CWH","vm"
"469",671544,17033,10.7,"BA",515,32935,1996-04-01,"RSK","DKM",1996,"CWHvm","CWH","vm"
"470",671548,17033,0.9,"BA",320,40449,1998-05-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"471",407378,28797,48.8,"BL",9960,39360,1995-09-01,"RSK","DKM",1995,"ICHvc","ICH","vc"
"472",407378,28797,48.8,"BL",1620,32647,1995-09-01,"RSK","DKM",1995,"ICHvc","ICH","vc"
"473",871013,79227,15.1,"BA",1038,43070,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"474",871013,79227,15.1,"BA",1200,43076,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"475",871013,79227,15.1,"BA",4095,32608,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"476",3263304,1645980,3.7,"BA",1500,43070,2014-05-30,"RSK","DKM",2014,"CWHws","CWH","ws"
"477",2869249,1499370,0.7,"BL",396,43004,2011-06-20,"RSK","DKM",2011,"ICHmc","ICH","mc"
"478",3554322,1649866,0.4,"BL",225,39591,2018-06-16,"RSK","DSS",2018,"ICHwc","ICH","wc"
"479",3554650,1681124,2.2,"BL",810,39591,2018-06-23,"RSK","DSS",2018,"ICHwc","ICH","wc"
"480",648758,11875,7.2,"BL",11800,40294,1998-07-01,"ROM","DPG",1998,"ESSFwk","ESSF","wk"
"481",768916,28697,12,"BL",8975,47445,2000-06-20,"RSK","DKM",2000,"ESSFwv","ESSF","wv"
"482",303359,66426,2.5,"BA",2135,35574,2002-06-20,"RSK","DSS",2002,"ICHmc","ICH","mc"
"483",218934,2260,4.2,"BL",570,1840,1997-05-20,"RCB","DQU",1997,"SBSwk","SBS","wk"
"484",276572,65248,26,"BL",18000,35012,1999-08-22,"RSK","DSS",1999,"ESSFmc","ESSF","mc"
"485",409117,36386,20,"BA",4800,32609,1994-05-01,"RSK","DKM",1994,"CWHws","CWH","ws"
"486",672785,38690,12.9,"BA",1367,35027,1995-05-01,"RSK","DKM",1995,"CWHvm","CWH","vm"
